name,state,city,address,lattitude,longitude,type
"Jaika Motors, Civil Lines",Maharashtra,Nagpur,Jaika Motors Pvt Ltd.Post Box No.1 Commercial Road Civil Lines Nagpur 440001,21.155667,79.078708,7
"IOCL Kini Causway, Bandra",Maharashtra,Mumbai,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,7
"IOCL Hundred Percent Filling & Service Station, Dwarka",Delhi,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.578641,77.05962,7
"Adisakti Motors, Davangere",Karnataka,Davangere,"No 628/K24, Shramajeevi Building, PB Rd, beside Aradhya Steel Wire Ropes, Avaragere, Davanagere, Karnataka 577003",14.441957,75.95206,7
"True Sai Motors, Avaragere",Tamil Nadu,Krishnagiri,"No 417A/1A Krishnagiri Chennai Highway, Pethanapalli, opposite to Hotel, Krishnagiri, Tamil Nadu 635001",12.5306064,78.2375165,7
"True Sai Motors, Narasothipatti",Tamil Nadu,Salem,"No 73 Salem, Omalur Highway, next to Hotel Grand Estancia, Narasothipatti, Salem, Tamil Nadu 636004,636001",11.682985,78.1260402,7
"Vikarsh Nano technology, Dhangarwadi",Maharashtra,Satara,"Vikarsh Nano technology & Alloys pvt ltd, Gat No 273&274, Dhangarwadi village Tal- Khandala, Shirwal Dist- Satara 412801",18.11289,73.98985,7
"SR Tranzcars, Saibaba Koil",Tamil Nadu,Coimbatore,"1142-A, Mettupalayam Rd, Saibaba Koil, Coimbatore, Tamil Nadu 641043",11.022849,76.951635,7
"Lakshmi Motors, Ambattur",Tamil Nadu,Chennai,"#79, 80,81, NEAR WAVIN BUS STOP, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",13.0883447,80.1704698,7
"Lakshmi Motors, Velachery",Tamil Nadu,Chennai,"No 42, Velachery Main Rd, Guindy National Park, Guindy, Chennai, Tamil Nadu 600032",13.0080236,80.22165,7
"Lilium Park, SH 44",Maharashtra,Ahmednagar,"Hotel Lilium Park State Highway 44, Opp. Lemon Tree Hotel, Ahmednagar, Maharashtra 414106",19.26433634,74.82719974,7
"Oberai Motors,  ISBT Rd",Uttarakhand,Dehradun,"Near, ISBT Chowk, Shimla Bypass Rd, Majra, Dehradun, Uttarakhand 248001",30.289739,77.998788,7
"Ashok Auto Sales, Civil Lines",Uttar Pradesh,Agra,"119-120/8, Sanjay Palace, Sanjay Place, Civil Lines, Agra, Uttar Pradesh 282002",27.200798,78.008796,7
"IOCL - MC2, Industrial Area II",Punjab,Chandigarh,"Indian OIL - MC 2 , Industrial area Phase-II MC Site, CHANDIGARH TOZIRAKPUR ROAD AT INDUSTRIAL AREA, PHASE-II, CHANDIGARH (U.T.), Chandigarh, PIN: 160002",30.69649,76.79662,7
"IOCL - COCO WRD, Agarkar Nagar",Maharashtra,Pune,"Agarkar Nagar, Pune, Maharashtra 411001",18.5269679,73.8655123,7
"KVR Dream vehicles, Vidya Nagar",Kerala,Kasargod,"Panalam Nayamar Moola, Alampady Manya Road, Vidya Nagar, PO, Kasaragod, Kerala 671123",12.51382323,75.02713173,7
"Sree Auto, BH Road Tumakuru",Karnataka,Tumakuru,"No 1 BH Road Near Gubbi, Gate, Tumakuru, Karnataka 572107",13.344796,77.080192,7
"IOCL COCO Chengampalli, Salem-Kochi Highway",Tamil Nadu,Chengampalli,"Salem - Kochi Hwy, Vadamugam Kangayapalayam, Tamil Nadu 638812",11.213022,77.441968,7
"Hotel Vididhi, Kothagudam",Telangana,Madgulapally,"Survey No. 173/2, 174/6, State Highway 2 NAM Expressway, Miryalaguda Highway Near Madugulapally Toll Plaza Kothagudam, Village, Madgulapally, Telangana 508247",16.991031,79.44047,7
"Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,"No 8-6-396, Hyderabad Rd, Kothirampur, Karimnagar, Telangana 505001",18.417928,79.13639,7
"MIDAS, Muzzafarnagar",Uttar Pradesh,Muzaffarnagar,"PLOT NO. 77-1 Delhi - Haridwar, Bypass, Hwy, Muzaffarnagar, Uttar Pradesh 251001",29.4585464,77.7397628,7
"MIDAS Auto, Industrial Area ",Uttarakhand,Haridwar,"No E17 Old, Industrial Area, Haridwar, Uttarakhand 249401",29.942456,78.144234,7
"Basudeb Auto Limited, Shanti Nagar",Jharkhand,Ranchi,"Basudeb Auto, Shanti Nagar, Plot No 11, Kokar Industrial Area, Shanti Nagar, Ranchi, Jharkhand 834001",23.371302,85.350737,7
"Matsya Amazon Kitchens, Kurnool Rd",Andhra pradesh,Kurnool,"NH 44; Bangalore - Hyderabad  highway, Kurnool Rd, Andhra Pradesh 518216",15.576915,77.93704,7
"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",26.164406,91.715516,7
"Hotel Grand Leela Krishna, Bhimavaram",Madhya Pradesh,Bhimavaram,"Undi Rd, Balusumoodi, Bhimavaram, Andhra Pradesh 534202",16.5451748,81.5199403,7
"Jadhav Solar & Automotives, Badnera",Maharashtra,"Amravati, MH","Jadhav Solar & Automotives Pvt.  Ltd., Jadhav E-Vehicles, Ground floor, Rangoli Pearl Hotel, Nawathe Square, Badnera Road, Amravati, MH- 444607",20.909443,77.7522447,7
"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",Maharashtra,Butibori,"Bangalore - Salem - Madurai - Kanyakumari Road, Butibori, Maharashtra 441108",20.92258656,78.99986387,7
"Tata Steel Car Parking, Northern Town",Jharkhand,Jamshedpur,"Northern Town, Jamshedpur, Jharkhand 831001",22.800099,86.188305,7
"Sakchi - Parking, Basant Central",Jharkhand,Jamshedpur,"Sakchi, Jamshedpur, Jharkhand 831001",22.802611,86.203633,7
"Ambagan - Parking, Jubliee Park gate",Jharkhand,Jamshedpur,"Ambagan, Sakchi, Jamshedpur, Jharkhand - 831001",22.808483,86.198276,7
"IOCL Sahara Hospitality, Vile Parle",Maharashtra,Mumbai,"opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",,,7
"Hotel Parivar, Mehkar Buldhana",Maharashtra,Buldhana,"SH-207, Mehkar Malegaon Karanja Road, Mehkar, Buldhana Maharashtra - 443301",,,7
"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",19.973146,73.68105,7
"IOCL Manjalpur, GIDC Rd Manjalpur",Gujarat,Vadodara,"312, GIDC Rd, Beside Om Pippadiya Hanumanji Mandir, Ghanshyam Nagar Society 2, Manjalpur, Vadodara, Gujarat 390011",22.271793,73.190795,7
"RKL TML Showroom, Sec 9 GIDA",Uttar Pradesh,Gorakhpur,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",26.743642,84.263369,7
"IOCL - Citi Fuels, Virender Nagar",Delhi,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI,28.622486,77.09547,7
"SRM Motors, Vikas Nagar",Uttar Pradesh,Lucknow,"11/CP-2, Tedhi Pulia Ring Rd, Vikas Nagar, Lucknow, Uttar Pradesh 226022",26.900894,80.964231,7
"Shree Dev Wheels, Acharya Nagar",Uttar Pradesh,Ayodhya,"Plot No 402 and 403 B Sultanpur Road, Acharya Nagar, near Avadh University, Ayodhya, UP 224001",26.755089,82.141261,7
"IOCL - Gay Service Station, Azadpur",Delhi,Delhi,"Near Azadpur, New Delhi,110033",28.703312,77.181109,7
"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,"Manjri Bk, Pune, Maharashtra 412307",18.4957722,73.97893593,7
"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",17.92564438,73.65552014,7
"ARDEE MALL, Sec 52 Gurgaon",Delhi,Gurgaon,"Ardee City Road, Sector 52, Gurgaon-122022",28.444672,77.08082,7
"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",24.973775,72.895964,7
"ABC Autolink, NH 64 Ranoli",Gujarat,Vadodara,"No 1401, Ranoli GIDC, Vadodara, NH 64, Gujarat 391350",22.403828,73.13455,7
"Brookfield, Powai",Maharashtra,Mumbai,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,7
"Brookfield, Powai",Maharashtra,Mumbai,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,7
"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",23.371745,85.326113,7
"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",20.352134,85.8903743,7
"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",19.991881,73.743904,7
"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",19.9932,73.783133,7
"IOCL Kevadia, Garudeshwar",Gujarat,Kevadia,"Survey No u00e2u0080u0093 422, 423 Village u00e2u0080u0093 Kevadiya, Taluka u00e2u0080u0093 Garudeshwar District u00e2u0080u0093 Narmada, Gujarat, 393151",21.885704,73.688136,7
"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",19.911983,75.232932,7
"Heritage Motors, Ghodbunder",Maharashtra,Thane,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",19.25612,72.97145,7
"IOCL Karari Fuels, NH 44 Kishangarh",Punjab,Kisangarh,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",31.431348,75.620357,7
"IOCL Royal Petro, NH 44",Haryana,Karnal,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",29.731581,76.976511,7
"Sagar Motors, Sector 5 Noida",Uttar Pradesh,Noida,"B-123, Udhyog Marg, opp. PayTM building, B Block, Sector 5, Noida, Uttar Pradesh 201301",28.59093,77.31969,7
"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411 005",18.9852363,74.5760075,7
"One Awadh Centre, Gomti Nagar",Uttar Pradesh,Lucknow,"384, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",26.86372513,81.01027566,7
"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh",Madhya Pradesh,Indore,"Snehlataganj, Indore, Madhya Pradesh 452003",22.335789,73.173794,7
"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh",Madhya Pradesh,Indore,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",22.6848351,75.8558249,7
"Chandrani Enterprises, Bogra",West Bengal,Bardhaman,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",23.663888,87.057978,7
"SS Motogen, Barwadda",Jharkhand,Dhanbad,"NH 2 Kashitand, Nag Nagar, Barwadda, Dhanbad, Jharkhand 826004",23.848551,86.441642,7
"TC Motors, Domjur",West Bengal,Howrah,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",22.614383,88.273187,7
"Rangeet Auto, NH 31",West Bengal,Coochbehar,"31-NH CHOKCHOKA, OPPOSITE PROVA AUTOMOBILE, NEAR CHECK POST, COOCHBEHAR, COOCH BEHAR, WEST BENGAL, 736101",26.323416,89.484913,7
"Rangeet Auto, Rumtek Road",Sikkim,Gangtok,"R.P. ALLEY COMPLEX, ADAMPOOL, RUMTEK ROAD, GANGTOK, EAST SIKKIM, SIKKIM, 737135",27.305524,88.585965,7
"Rangeet Auto, Sevoke Road",West Bengal,Siliguri,"Shop No 1 And 2, Orchid Building, Sevoke Road, Near Check Post, Near Vega Mall, Siliguri, West Bengal 734001",26.750937,88.439995,7
"Tata Steel, Park Street",West Bengal,Kolkata,"43, Jawaharlal Nehru Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",22.547449,88.349602,7
"Orange Auto, Erragadda",Telangana,Hyderabad,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",17.454398,78.434575,7
"Orange Auto, Karkhana",Telangana,Hyderabad,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",17.45848,78.5,7
"Orange Auto, Hafeezpet",Telangana,Hyderabad,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",17.490308,78.354536,7
"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014 ",23.66473,86.073024,7
"Lexus Motors, New Town",West Bengal,Kolkata,"Plot No IID/13, Major Arterial Road (North Extension, 14, Rajarhat Rd, AA II, Newtown, Kolkata, West Bengal 700156",22.620585,88.461154,7
"Shankar Motors, Patliputra Industrial Area",Bihar,Patna,"Shankar Motors Patna, C1, behind P & M Mall, Patliputra Industrial Area, Patliputra Colony, Patna, Bihar 800013",25.634199,85105514,7
"IOCL Drive-In, Belgachia",West Bengal,Kolkata,"Khudiram Bose Road (Guchia Rd), Dutta Bagan, Belgachia, Kolkata, West Bengal 700037",22.607396,88.392281,7
"Four Points By Sheraton, Tonk Road",Rajasthan,Jaipur,"No. 1, City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302016",26.8643722,75.7957703,7
"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,"5th Milestone, Nagar Road, Pune - 411014",18.562826,73.922392,7
"Fairfield by Marriott,Gachibowli",Telangana,Hyderabad,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",17.423858,78.347334,7
"Fairfield by Marriott, Mahindra World City",Tamil Nadu,Chennai,"Near Main Entrance, Mahindra World City, Chennai - 603002",12.730596,80.00463,7
"Four Points by Sheraton, Chennai OMR",Tamil Nadu,Chennai,"Survey No 169, Plot 1B and 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119,Four Points 1, Semmancheri, Chennai, Tamil Nadu 600119",12.875613,80.227372,7
"Fairfield by Marriott, Ashram Rd",Gujarat,Ahmedabad,"Ashram Rd, Satyawadi Society, Usmanpura, Ahmedabad, Gujarat 380013",23.0522787,72.5710882,7
"IOCL - Ruchika Service Station, Mayur Vihar",Delhi,Delhi,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",28.6034988,77.3354221,7
"Sagar Motors, Dilshad Garden",Delhi,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.676246,77.31768,7
"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,"National Highway 8A, Changodar, Gujarat 382210",22.9378139,72.455668,7
"IOCL Om Petroleum, Kamod",Gujarat,Kamod,"Kamod, Gujarat 382427",22.9247437,72.5434955,7
"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",22.3216986,73.154986,7
"Lexican Motors, Matigara",West Bengal,Siliguri,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",26.729623,88.373903,7
"Panvel Industrial Fastners, Mum-Pune Expressway",Maharashtra,Navi Mumbai,"Next MGL CNG Station, 29/37 Jawahar Coop Industrial Estate , On Mumbai - Pune Express Highway, Taluka, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",,,7
"IOCL Shanthi Social Services, Singanallur",Tamil Nadu,Coimbatore,"128, 2247, Trichy Rd, Krishnapuram Medu, Singanallur, Tamil Nadu 641005",11.00269216,77.0387079,7
"Hotel Mamalla Heritage, Fisherman Colony",Tamil Nadu,Mahabalipuram,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",12.61860448,80.19400597,7
"Motel Mamalla, SH 49",Tamil Nadu,Mahabalipuram,"Motel Mamalla No.77, East Coast Road, SH 49, Mahabalipuram, Tamil Nadu 603104",12.6325138,80.1958391,7
"Pumpkin Tales, Alwarpet",Tamil Nadu,Chennai,"37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",13.033655,80.255285,7
"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",18.4995583,73.8685639,7
"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway",Andhra pradesh,Anantapuram,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",15.02395,77.620628,7
"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",19.298988,84.831762,7
"Shyam Automotive, AB Road",Madhya Pradesh,Indore,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",22.6520302,75.821321,7
"IOCL - Jopadevi Petroleum, Talegaon-Chakan Rd",Maharashtra,Khalumbre,"Talegaon-Chakan Rd, Khalumbre, Maharashtra 410501",,,7
"IOCL - Trishul Service Station, Pimpri-Chinchwad",Maharashtra,Pune,"T-163, MIDC Bhosari, Pune, MIDC, Bhosari, Pimpri-Chinchwad, Piune-411026",18.6209574,73.8299842,7
"Aavas Hotels & Resorts, NH 16 Velampalli",Andhra pradesh,Ongole,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",15.6382976,80.0167529,7
"Bahubali Motors, Transport Nagar",Chhattisgarh,Raipur,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",21.2567897,81.5594445,7
"Malik Cars, Old Bowenpally",Telangana,Secunderabad,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",17.478362,78.4737723,7
"Sairam Automobiles, Krishna Nagar",Chhattisgarh,Bhilai,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",21.2165392,81.401487,7
"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",21.206036,81.3418606,7
"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",25.2522094,87.0450289,7
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",Andhra pradesh,Vijayawada,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",16.5812639,80.5263493,7
"Pacific Mall, Tagore Garden",Delhi,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.6422188,77.1058913,7
"Pacific Mall, Netaji Subash Palace",Delhi,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.6933409,77.1531325,7
"Pacific Mall,  Dwarka",Delhi,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.5512199,77.056702,7
"Pacific Mall, Sahibabad",Uttar Pradesh,Ghaziabad,"Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010",28.6461808,77.3207891,7
"Pacific Mall, Rajpur Road",Uttarakhand,Dehradun,"Pacific mall, Rajpur Rd, Jakhan, Dehradun, Uttarakhand 248001",30.3662595,78.070528,7
"Tristar Auto Agencies, RK Beach Junction",Andhra pradesh,Vizag,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",17.71241304,83.3184811,7
"Zostel, Dandeghar",Maharashtra,Panchgani,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",17.9335258,73.8158574,7
"Rama Automobiles, Patilwada",Maharashtra,Pune,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",18.99132729,73.94277954,7
"Hotel Temple View, Sai Nagar",Maharashtra,Shirdi,"Sai Murali Complex, Manmad Rd, opp. Sai Temple Nagar, Sai Nagar, Shirdi, Maharashtra 423109",19.7650352,74.4754592,7
"Gramps Auto, Bampada",Odisha,Balasore,"NH 16 (Old NH 5), Bampada, Balasore. State: ODISHA, Pin: 756056",21.497869,86.88961,7
"Jagdalpur Motors, Geedam Road",Chhattisgarh,Jagdalpur,"Geedam Rd, Pandripan, Chhattisgarh 492099",19.0657802,81.9635956,7
"Pragati Trading, NH 37",Assam,Jorhat,"NH37, Jorhat, Assam 785006",26.7470487,94.1680718,7
"Yaksh The Art People, Delhi-Jaipur Highway",Rajasthan,Sayri,"Yaksh, The Art People, Delhi-Jaipur Highway, Syari, Rajasthan 303002",27.1590851,75.9603844,7
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,7
"Oberoi Mall, Goregaon",Maharashtra,Mumbai,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,7
"Parin Motors, NH8 Gondal Highway",Gujarat,Rajkot,"149, Plot No 2, Survey No, NH 8B, Gondal Highway, near Parin Furniture, Rajkot, Gujarat 360004",22.225264,70.801197,7
"IOCL RO u00e2u0080u0093 Basanti Hwy, Bayarmari",West Bengal,Bayamari,"Plot 392&393 Mouza, Bayarmari, Nazat Dist. North 24 Paraganas - West Bengal 743442",22.4380501,88.763395,7
"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",26.3123315,92.6401864,7
"Daspalla Hotels, Jubilee Hills",Telangana,Hyderabad,"Daspalla Hotels u00e2u0080u0093 (Jublee Hill Resorts Pvt Ltd)- Rd Number 37, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",17.4368304,78.3983261,7
"Hotel Greenland Towers, NH 6 & 16 ",West Bengal,Rupnarayanpur,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",22.380721,87.365968,7
"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",20.238165,85.756643,7
"Trimurti Petroleum, Panvel",Maharashtra,Navi Mumbai,"GUT NO.151/2, VILLAGE - AJIVALI, TALUKA - PANVEL, RAIGAD, AJIVALI, 410216",18.9563188,73.1626506,7
"HP Service Center, Sola ",Gujarat,Ahmedabad,"F.P. No 232/1, Solaroad, Ahmedabad 380061",23.0633903,72.5317625,7
"HP Autocare , Bodakdev",Gujarat,Ahmedabad,"JUDGES BUNGALOW ROAD, T VILLAGE : BODAKDEV , CITY : AHMEDABAD 380054",23.0332201,72.5137528,7
"Daisy Motors, TML - CV, Hisar",Haryana,Hisar,"Daisy Motors, 12th KM Stone, Delhi-Hisar Bypass, Road, Hisar - 125001",29.1259617,75.8027817,7
"Shree Balaji Autowheels, Moradabad",Uttar Pradesh,Moradabad,"Ground Floor, Delhi Rd, opposite Circuit House, Majhola, Moradabad, Uttar Pradesh 244001",28.828917,78.7328429,7
"IOCL - Tikri Gas, Delhi",Delhi,Delhi,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",28.6868847,76.9849286,7
"Manickbag automobiles, Udyambag",Karnataka,Belgaum,"No 691, Bemciel Industrial Estate Khanapur Road, NH4 A, Udyambag, next to Bemco, Belagavi, Karnataka 590008",15.8191673,74.4937744,7
"Manickbag automobiles, Vidya Nagar",Karnataka,Hubli,"VIDYA NAGAR, DIST : Hubli, Karnataka 580031",15.369541,75.119095,7
"Sonaee Veg Family Restaurant, Pune-Solapur Highway",Maharashtra,Uruli Kanchan,"National Highway 65 Yavat, Uruli Kanchan, Maharashtra 412202",18.487405,74.146125,7
"IOCL - Hemkund, Pasonda",Uttar Pradesh,Ghaziabad,"Khasra No 1746/2,Village u00e2u0080u0093 Pasonda,Tehsil- Sadar,Dist u00e2u0080u0093 Ghaziabad-201005",28.6765653,77.341822,7
IOCL Risal Petro Delhi,Delhi,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.7324265,77.1986248,7
IOCL Paul Motors Delhi,Delhi,Delhi,"Main Road, Sat Guru Ram Singh Rd, MS Block, Block F, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064",28.61986668,77.11398244,7
"Yash Motors, Chittorgarh",Rajasthan,Chittorgarh,"Meera smiriti sansthan gram ochari, nimbahera Road, Ochari,  Chittorgarh, Rajasthan 312001",24.8276645,74.6272935,7
"Kaveri Auto Garage, Seelapadi",Tamil Nadu,Dindigul,"478/1A2, Trichy Bypass, Seelapadi, Dindigul, Tamil Nadu, 624005",10.3811273,77.99681425,7
"Kaveri Auto Garage, Paravai Bit 1 village",Tamil Nadu,Madurai,"New Survey No 146/2C,148/1A,149/1B2A, Paravai Bit 1 village, Madurai, 625402",9.9642326,78.0650107,7
"Key Motors, Bannerghatta Road",Karnataka,Bangalore,"#215/15, Arakere Gate, Bannerghatta Main Rd, Bengaluru, Karnataka 560076",77.597289,12.889141,7
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92655754,73.69586565,7
"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",17.92655754,73.69586565,7
"Highway Grand World, Chennai-Tirupati Highway NH 716",Andhra pradesh,Tirupati,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",13.29360934,79.58170947,7
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra pradesh,Chittoor,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",13.37412051,79.09210293,7
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra pradesh,Gadanki,"NH140, Gadanki, Andhra Pradesh - 517112",13.4799438,79.1897903,7
"Hotel Artland, Old Digha Purba",West Bengal,Digha,"Old digha purba, Digha Barrister Colony Rd, beside seahawk, West Bengal 721428",21.624423,87.528599,7
"IOCL Sree Devi Prasad Services, Naamavaram",Andhra pradesh,Naamavaram,"Naamavaram, Andhra Pradesh 531126",17.3736805,82.5862594,7
"Lankeswari Motors, Hatpada",Odisha,Jeypore,"Plot No 576, 577 & 580 Hatpada, Jeypore, Odisha 764001",18.8580983,82.5899867,7
