region,category,parameter,mode,powertrain,year,unit,value
Chile,Historical,EV sales share,Cars,EV,2022,percent,0.49000000953674316
China,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.000025999999706982635
China,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",1.5
China,Historical,EV sales share,Cars,EV,2010,percent,0.009999999776482582
China,Historical,EV stock share,Cars,EV,2010,percent,0.003000000026077032
China,Historical,Electricity demand,Cars,EV,2010,GWh,330
China,Historical,EV stock,Cars,BEV,2010,Vehicles,1600
China,Historical,EV sales,Cars,BEV,2010,Vehicles,1100
China,Historical,EV stock,Cars,PHEV,2010,Vehicles,340
China,Historical,EV sales,Cars,PHEV,2010,Vehicles,340
China,Historical,EV sales,Cars,PHEV,2011,Vehicles,320
China,Historical,EV stock,Cars,PHEV,2011,Vehicles,660
China,Historical,EV sales,Cars,BEV,2011,Vehicles,4800
China,Historical,EV stock,Cars,BEV,2011,Vehicles,6300
China,Historical,Electricity demand,Cars,EV,2011,GWh,1200
China,Historical,EV stock share,Cars,EV,2011,percent,0.008999999612569809
China,Historical,EV sales share,Cars,EV,2011,percent,0.03400000184774399
China,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.00009699999645818025
China,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",5.800000190734863
China,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.00023999999393709004
China,Historical,"Oil displacement, million lge",Cars,EV,2012,"Oil displacement, million lge",14
China,Historical,EV sales share,Cars,EV,2012,percent,0.0729999989271164
China,Historical,EV stock share,Cars,EV,2012,percent,0.01899999938905239
China,Historical,Electricity demand,Cars,EV,2012,GWh,800
China,Historical,EV stock,Cars,BEV,2012,Vehicles,16000
China,Historical,EV sales,Cars,BEV,2012,Vehicles,9600
China,Historical,EV stock,Cars,PHEV,2012,Vehicles,920
China,Historical,EV sales,Cars,PHEV,2012,Vehicles,260
China,Historical,EV sales,Cars,PHEV,2013,Vehicles,730
China,Historical,EV stock,Cars,PHEV,2013,Vehicles,1600
China,Historical,EV sales,Cars,BEV,2013,Vehicles,15000
China,Historical,EV stock,Cars,BEV,2013,Vehicles,31000
China,Historical,Electricity demand,Cars,EV,2013,GWh,890
China,Historical,EV stock share,Cars,EV,2013,percent,0.029999999329447746
China,Historical,EV sales share,Cars,EV,2013,percent,0.0949999988079071
China,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.0004799999878741801
China,Historical,"Oil displacement, million lge",Cars,EV,2013,"Oil displacement, million lge",29
China,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.0012000000569969416
China,Historical,"Oil displacement, million lge",Cars,EV,2014,"Oil displacement, million lge",73
China,Historical,EV sales share,Cars,EV,2014,percent,0.4000000059604645
China,Historical,EV stock share,Cars,EV,2014,percent,0.0689999982714653
China,Historical,Electricity demand,Cars,EV,2014,GWh,1500
China,Historical,EV stock,Cars,BEV,2014,Vehicles,59000
China,Historical,EV sales,Cars,BEV,2014,Vehicles,49000
China,Historical,EV stock,Cars,PHEV,2014,Vehicles,26000
China,Historical,EV sales,Cars,PHEV,2014,Vehicles,24000
China,Historical,EV sales,Cars,PHEV,2015,Vehicles,61000
China,Historical,EV stock,Cars,PHEV,2015,Vehicles,87000
China,Historical,EV sales,Cars,BEV,2015,Vehicles,150000
China,Historical,EV stock,Cars,BEV,2015,Vehicles,210000
China,Historical,Electricity demand,Cars,EV,2015,GWh,1700
China,Historical,EV stock share,Cars,EV,2015,percent,0.20000000298023224
China,Historical,EV sales share,Cars,EV,2015,percent,1
China,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.003800000064074993
China,Historical,"Oil displacement, million lge",Cars,EV,2015,"Oil displacement, million lge",230
China,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.007600000128149986
China,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",450
China,Historical,EV sales share,Cars,EV,2016,percent,1.5
China,Historical,EV stock share,Cars,EV,2016,percent,0.3799999952316284
China,Historical,Electricity demand,Cars,EV,2016,GWh,2700
China,Historical,EV sales,Cars,BEV,2016,Vehicles,260000
China,Historical,EV stock,Cars,PHEV,2016,Vehicles,170000
China,Historical,EV stock,Cars,BEV,2016,Vehicles,460000
China,Historical,EV sales,Cars,PHEV,2016,Vehicles,79000
China,Historical,EV sales,Cars,PHEV,2017,Vehicles,110000
China,Historical,EV stock,Cars,BEV,2017,Vehicles,930000
China,Historical,EV stock,Cars,PHEV,2017,Vehicles,280000
China,Historical,EV sales,Cars,BEV,2017,Vehicles,470000
China,Historical,Electricity demand,Cars,EV,2017,GWh,4000
China,Historical,EV stock share,Cars,EV,2017,percent,0.6399999856948853
China,Historical,EV sales share,Cars,EV,2017,percent,2.4000000953674316
China,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.014000000432133675
China,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",840
China,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.027000000700354576
China,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",1600
China,Historical,EV sales share,Cars,EV,2018,percent,4.900000095367432
China,Historical,EV stock share,Cars,EV,2018,percent,1.100000023841858
China,Historical,Electricity demand,Cars,EV,2018,GWh,6500
China,Historical,EV sales,Cars,BEV,2018,Vehicles,820000
China,Historical,EV stock,Cars,PHEV,2018,Vehicles,540000
China,Historical,EV stock,Cars,BEV,2018,Vehicles,1700000
China,Historical,EV sales,Cars,PHEV,2018,Vehicles,270000
China,Historical,EV sales,Cars,PHEV,2019,Vehicles,230000
China,Historical,EV stock,Cars,BEV,2019,Vehicles,2600000
China,Historical,EV stock,Cars,PHEV,2019,Vehicles,770000
China,Historical,EV sales,Cars,BEV,2019,Vehicles,830000
China,Historical,Electricity demand,Cars,EV,2019,GWh,10000
China,Historical,EV stock share,Cars,EV,2019,percent,1.5
China,Historical,EV sales share,Cars,EV,2019,percent,5
China,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.039000000804662704
China,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",2300
China,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.04600000008940697
China,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",2800
China,Historical,EV stock share,Cars,EV,2020,percent,1.7999999523162842
China,Historical,Electricity demand,Cars,EV,2020,GWh,13000
China,Historical,EV sales,Cars,BEV,2020,Vehicles,920000
China,Historical,EV stock,Cars,PHEV,2020,Vehicles,990000
China,Historical,EV stock,Cars,BEV,2020,Vehicles,3500000
China,Historical,EV sales,Cars,PHEV,2020,Vehicles,220000
China,Historical,EV sales share,Cars,EV,2020,percent,5.800000190734863
China,Historical,EV sales share,Cars,EV,2021,percent,16
China,Historical,EV sales,Cars,PHEV,2021,Vehicles,550000
China,Historical,EV stock,Cars,BEV,2021,Vehicles,6200000
China,Historical,EV stock,Cars,PHEV,2021,Vehicles,1600000
China,Historical,EV sales,Cars,BEV,2021,Vehicles,2700000
China,Historical,Electricity demand,Cars,EV,2021,GWh,22000
China,Historical,EV stock share,Cars,EV,2021,percent,2.9000000953674316
China,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.08900000154972076
China,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",5300
China,Historical,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.18000000715255737
China,Historical,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",11000
China,Historical,EV stock share,Cars,EV,2022,percent,4.900000095367432
China,Historical,Electricity demand,Cars,EV,2022,GWh,25000
China,Historical,EV sales,Cars,BEV,2022,Vehicles,4400000
China,Historical,EV stock,Cars,PHEV,2022,Vehicles,3100000
China,Historical,EV stock,Cars,BEV,2022,Vehicles,11000000
China,Historical,EV sales,Cars,PHEV,2022,Vehicles,1500000
China,Historical,EV sales share,Cars,EV,2022,percent,29
Denmark,Historical,EV stock share,Cars,EV,2010,percent,0.003700000001117587
Denmark,Historical,EV stock,Cars,BEV,2010,Vehicles,59
Denmark,Historical,EV stock,Cars,PHEV,2010,Vehicles,20
Denmark,Historical,EV stock,Cars,PHEV,2011,Vehicles,20
Denmark,Historical,EV stock,Cars,BEV,2011,Vehicles,480
Denmark,Historical,EV sales,Cars,PHEV,2011,Vehicles,2
Denmark,Historical,EV sales,Cars,BEV,2011,Vehicles,420
Denmark,Historical,EV stock share,Cars,EV,2011,percent,0.023000000044703484
Denmark,Historical,EV sales share,Cars,EV,2011,percent,0.25
Denmark,Historical,EV sales share,Cars,EV,2012,percent,0.28999999165534973
Denmark,Historical,EV stock share,Cars,EV,2012,percent,0.0560000017285347
Denmark,Historical,EV sales,Cars,BEV,2012,Vehicles,490
Denmark,Historical,EV sales,Cars,PHEV,2012,Vehicles,12
Denmark,Historical,EV stock,Cars,BEV,2012,Vehicles,1200
Denmark,Historical,EV stock,Cars,PHEV,2012,Vehicles,14
Denmark,Historical,EV stock,Cars,PHEV,2013,Vehicles,14
Denmark,Historical,EV stock,Cars,BEV,2013,Vehicles,1500
Denmark,Historical,EV sales,Cars,PHEV,2013,Vehicles,10
Denmark,Historical,EV sales,Cars,BEV,2013,Vehicles,500
Denmark,Historical,EV stock share,Cars,EV,2013,percent,0.06800000369548798
Denmark,Historical,EV sales share,Cars,EV,2013,percent,0.2800000011920929
Denmark,Historical,EV sales share,Cars,EV,2014,percent,0.8999999761581421
Denmark,Historical,EV stock share,Cars,EV,2014,percent,0.12999999523162842
Denmark,Historical,EV sales,Cars,BEV,2014,Vehicles,1600
Denmark,Historical,EV sales,Cars,PHEV,2014,Vehicles,90
Denmark,Historical,EV stock,Cars,BEV,2014,Vehicles,2900
Denmark,Historical,EV stock,Cars,PHEV,2014,Vehicles,100
Denmark,Historical,EV stock,Cars,PHEV,2015,Vehicles,570
Denmark,Historical,EV stock,Cars,BEV,2015,Vehicles,7900
Denmark,Historical,EV sales,Cars,PHEV,2015,Vehicles,420
Denmark,Historical,EV sales,Cars,BEV,2015,Vehicles,4300
Denmark,Historical,EV stock share,Cars,EV,2015,percent,0.3499999940395355
Denmark,Historical,EV sales share,Cars,EV,2015,percent,2.299999952316284
Denmark,Historical,EV sales share,Cars,EV,2016,percent,0.8500000238418579
Denmark,Historical,EV stock share,Cars,EV,2016,percent,0.4000000059604645
Denmark,Historical,EV sales,Cars,BEV,2016,Vehicles,1300
Denmark,Historical,EV sales,Cars,PHEV,2016,Vehicles,570
Denmark,Historical,EV stock,Cars,BEV,2016,Vehicles,8700
Denmark,Historical,EV stock,Cars,PHEV,2016,Vehicles,1100
Denmark,Historical,EV stock,Cars,PHEV,2017,Vehicles,1800
Denmark,Historical,EV stock,Cars,BEV,2017,Vehicles,8800
Denmark,Historical,EV sales,Cars,PHEV,2017,Vehicles,620
Denmark,Historical,EV sales,Cars,BEV,2017,Vehicles,710
Denmark,Historical,EV stock share,Cars,EV,2017,percent,0.41999998688697815
Denmark,Historical,EV sales share,Cars,EV,2017,percent,0.6000000238418579
Denmark,Historical,EV sales share,Cars,EV,2018,percent,2.0999999046325684
Denmark,Historical,EV stock share,Cars,EV,2018,percent,0.5899999737739563
Denmark,Historical,EV sales,Cars,BEV,2018,Vehicles,1500
Denmark,Historical,EV sales,Cars,PHEV,2018,Vehicles,3100
Denmark,Historical,EV stock,Cars,BEV,2018,Vehicles,10000
Denmark,Historical,EV stock,Cars,PHEV,2018,Vehicles,5200
Denmark,Historical,EV stock,Cars,PHEV,2019,Vehicles,9900
Denmark,Historical,EV stock,Cars,BEV,2019,Vehicles,16000
Denmark,Historical,EV sales,Cars,PHEV,2019,Vehicles,3900
Denmark,Historical,EV sales,Cars,BEV,2019,Vehicles,5500
Denmark,Historical,EV stock share,Cars,EV,2019,percent,0.9599999785423279
Denmark,Historical,EV sales share,Cars,EV,2019,percent,4.199999809265137
Denmark,Historical,EV sales share,Cars,EV,2020,percent,16
Denmark,Historical,EV stock share,Cars,EV,2020,percent,2.299999952316284
Denmark,Historical,EV sales,Cars,BEV,2020,Vehicles,14000
Denmark,Historical,EV sales,Cars,PHEV,2020,Vehicles,18000
Denmark,Historical,EV stock,Cars,BEV,2020,Vehicles,32000
Denmark,Historical,EV stock,Cars,PHEV,2020,Vehicles,30000
Denmark,Historical,EV stock,Cars,PHEV,2021,Vehicles,78000
Denmark,Historical,EV stock,Cars,BEV,2021,Vehicles,67000
Denmark,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000
Denmark,Historical,EV sales,Cars,BEV,2021,Vehicles,25000
Denmark,Historical,EV stock share,Cars,EV,2021,percent,5.199999809265137
Denmark,Historical,EV sales share,Cars,EV,2021,percent,35
Denmark,Historical,EV sales share,Cars,EV,2022,percent,39
Denmark,Historical,EV stock share,Cars,EV,2022,percent,7.800000190734863
Denmark,Historical,EV sales,Cars,BEV,2022,Vehicles,31000
Denmark,Historical,EV sales,Cars,PHEV,2022,Vehicles,26000
Denmark,Historical,EV stock,Cars,BEV,2022,Vehicles,110000
Denmark,Historical,EV stock,Cars,PHEV,2022,Vehicles,100000
EU27,Historical,EV stock share,Cars,EV,2010,percent,0.00139999995008111
EU27,Historical,EV sales share,Cars,EV,2010,percent,0.012000000104308128
EU27,Historical,EV sales,Cars,BEV,2010,Vehicles,1400
EU27,Historical,EV stock,Cars,BEV,2010,Vehicles,2800
EU27,Historical,EV sales,Cars,PHEV,2010,Vehicles,9
EU27,Historical,EV stock,Cars,PHEV,2010,Vehicles,40
EU27,Historical,EV stock,Cars,PHEV,2011,Vehicles,430
EU27,Historical,EV sales,Cars,PHEV,2011,Vehicles,380
EU27,Historical,EV stock,Cars,BEV,2011,Vehicles,10000
EU27,Historical,EV sales,Cars,BEV,2011,Vehicles,6700
EU27,Historical,EV sales share,Cars,EV,2011,percent,0.06300000101327896
EU27,Historical,EV stock share,Cars,EV,2011,percent,0.004999999888241291
EU27,Historical,EV stock share,Cars,EV,2012,percent,0.014000000432133675
EU27,Historical,EV sales share,Cars,EV,2012,percent,0.1899999976158142
EU27,Historical,EV sales,Cars,BEV,2012,Vehicles,12000
EU27,Historical,EV stock,Cars,BEV,2012,Vehicles,23000
EU27,Historical,EV sales,Cars,PHEV,2012,Vehicles,7300
EU27,Historical,EV stock,Cars,PHEV,2012,Vehicles,7900
EU27,Historical,EV stock,Cars,PHEV,2013,Vehicles,33000
EU27,Historical,EV sales,Cars,PHEV,2013,Vehicles,24000
EU27,Historical,EV stock,Cars,BEV,2013,Vehicles,44000
EU27,Historical,EV sales,Cars,BEV,2013,Vehicles,21000
EU27,Historical,EV sales share,Cars,EV,2013,percent,0.4699999988079071
EU27,Historical,EV stock share,Cars,EV,2013,percent,0.03500000014901161
EU27,Historical,EV stock share,Cars,EV,2014,percent,0.05999999865889549
EU27,Historical,EV sales share,Cars,EV,2014,percent,0.5600000023841858
EU27,Historical,EV sales,Cars,BEV,2014,Vehicles,32000
EU27,Historical,EV stock,Cars,BEV,2014,Vehicles,75000
EU27,Historical,EV sales,Cars,PHEV,2014,Vehicles,24000
EU27,Historical,EV stock,Cars,PHEV,2014,Vehicles,58000
EU27,Historical,EV stock,Cars,PHEV,2015,Vehicles,130000
EU27,Historical,EV sales,Cars,PHEV,2015,Vehicles,70000
EU27,Historical,EV stock,Cars,BEV,2015,Vehicles,120000
EU27,Historical,EV sales,Cars,BEV,2015,Vehicles,49000
EU27,Historical,EV sales share,Cars,EV,2015,percent,1.100000023841858
EU27,Historical,EV stock share,Cars,EV,2015,percent,0.10999999940395355
EU27,Historical,EV stock share,Cars,EV,2016,percent,0.17000000178813934
EU27,Historical,EV sales share,Cars,EV,2016,percent,0.9800000190734863
EU27,Historical,EV sales,Cars,BEV,2016,Vehicles,53000
EU27,Historical,EV stock,Cars,BEV,2016,Vehicles,180000
EU27,Historical,EV sales,Cars,PHEV,2016,Vehicles,65000
EU27,Historical,EV stock,Cars,PHEV,2016,Vehicles,190000
EU27,Historical,EV stock,Cars,PHEV,2017,Vehicles,260000
EU27,Historical,EV sales,Cars,PHEV,2017,Vehicles,86000
EU27,Historical,EV stock,Cars,BEV,2017,Vehicles,250000
EU27,Historical,EV sales,Cars,BEV,2017,Vehicles,84000
EU27,Historical,EV sales share,Cars,EV,2017,percent,1.2999999523162842
EU27,Historical,EV stock share,Cars,EV,2017,percent,0.23000000417232513
EU27,Historical,EV stock share,Cars,EV,2018,percent,0.33000001311302185
EU27,Historical,EV sales share,Cars,EV,2018,percent,1.899999976158142
EU27,Historical,EV sales,Cars,BEV,2018,Vehicles,130000
EU27,Historical,EV stock,Cars,BEV,2018,Vehicles,380000
EU27,Historical,EV sales,Cars,PHEV,2018,Vehicles,110000
EU27,Historical,EV stock,Cars,PHEV,2018,Vehicles,370000
EU27,Historical,EV stock,Cars,PHEV,2019,Vehicles,480000
EU27,Historical,EV sales,Cars,PHEV,2019,Vehicles,140000
EU27,Historical,EV stock,Cars,BEV,2019,Vehicles,610000
EU27,Historical,EV sales,Cars,BEV,2019,Vehicles,250000
EU27,Historical,EV sales share,Cars,EV,2019,percent,3
EU27,Historical,EV stock share,Cars,EV,2019,percent,0.44999998807907104
EU27,Historical,EV stock share,Cars,EV,2020,percent,0.8600000143051147
EU27,Historical,EV sales share,Cars,EV,2020,percent,10
EU27,Historical,EV sales,Cars,BEV,2020,Vehicles,540000
EU27,Historical,EV stock,Cars,BEV,2020,Vehicles,1200000
EU27,Historical,EV sales,Cars,PHEV,2020,Vehicles,510000
EU27,Historical,EV stock,Cars,PHEV,2020,Vehicles,980000
EU27,Historical,EV stock,Cars,PHEV,2021,Vehicles,1900000
EU27,Historical,EV sales,Cars,PHEV,2021,Vehicles,870000
EU27,Historical,EV stock,Cars,BEV,2021,Vehicles,2000000
EU27,Historical,EV sales,Cars,BEV,2021,Vehicles,880000
EU27,Historical,EV sales share,Cars,EV,2021,percent,18
EU27,Historical,EV stock share,Cars,EV,2021,percent,1.600000023841858
EU27,Historical,EV stock share,Cars,EV,2022,percent,2.299999952316284
EU27,Historical,EV sales share,Cars,EV,2022,percent,21
EU27,Historical,EV sales,Cars,BEV,2022,Vehicles,1100000
EU27,Historical,EV stock,Cars,BEV,2022,Vehicles,3100000
EU27,Historical,EV sales,Cars,PHEV,2022,Vehicles,880000
EU27,Historical,EV stock,Cars,PHEV,2022,Vehicles,2600000
Europe,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.00007500000356230885
Europe,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",4.400000095367432
Europe,Historical,Electricity demand,Cars,EV,2010,GWh,110
Europe,Historical,EV stock,Cars,BEV,2010,Vehicles,7100
Europe,Historical,EV sales,Cars,PHEV,2010,Vehicles,30
Europe,Historical,EV stock,Cars,PHEV,2010,Vehicles,63
Europe,Historical,EV sales,Cars,BEV,2010,Vehicles,2000
Europe,Historical,EV stock share,Cars,EV,2010,percent,0.0027000000700354576
Europe,Historical,EV sales share,Cars,EV,2010,percent,0.014000000432133675
Europe,Historical,EV sales share,Cars,EV,2011,percent,0.0729999989271164
Europe,Historical,EV stock share,Cars,EV,2011,percent,0.006500000134110451
Europe,Historical,Electricity demand,Cars,EV,2011,GWh,160
Europe,Historical,EV sales,Cars,BEV,2011,Vehicles,10000
Europe,Historical,EV stock,Cars,PHEV,2011,Vehicles,510
Europe,Historical,EV sales,Cars,PHEV,2011,Vehicles,430
Europe,Historical,EV stock,Cars,BEV,2011,Vehicles,17000
Europe,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.0002500000118743628
Europe,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",14
Europe,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.0005699999746866524
Europe,Historical,"Oil displacement, million lge",Cars,EV,2012,"Oil displacement, million lge",33
Europe,Historical,EV stock,Cars,BEV,2012,Vehicles,37000
Europe,Historical,EV sales,Cars,PHEV,2012,Vehicles,9000
Europe,Historical,EV stock,Cars,PHEV,2012,Vehicles,9700
Europe,Historical,EV sales,Cars,BEV,2012,Vehicles,18000
Europe,Historical,Electricity demand,Cars,EV,2012,GWh,240
Europe,Historical,EV stock share,Cars,EV,2012,percent,0.017000000923871994
Europe,Historical,EV sales share,Cars,EV,2012,percent,0.20000000298023224
Europe,Historical,EV sales share,Cars,EV,2013,percent,0.4399999976158142
Europe,Historical,EV stock share,Cars,EV,2013,percent,0.03700000047683716
Europe,Historical,Electricity demand,Cars,EV,2013,GWh,420
Europe,Historical,EV sales,Cars,BEV,2013,Vehicles,33000
Europe,Historical,EV stock,Cars,PHEV,2013,Vehicles,36000
Europe,Historical,EV sales,Cars,PHEV,2013,Vehicles,26000
Europe,Historical,EV stock,Cars,BEV,2013,Vehicles,68000
Europe,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.0012000000569969416
Europe,Historical,"Oil displacement, million lge",Cars,EV,2013,"Oil displacement, million lge",67
Europe,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.002400000113993883
Europe,Historical,"Oil displacement, million lge",Cars,EV,2014,"Oil displacement, million lge",140
Europe,Historical,EV stock,Cars,BEV,2014,Vehicles,130000
Europe,Historical,EV sales,Cars,PHEV,2014,Vehicles,34000
Europe,Historical,EV stock,Cars,PHEV,2014,Vehicles,70000
Europe,Historical,EV sales,Cars,BEV,2014,Vehicles,62000
Europe,Historical,Electricity demand,Cars,EV,2014,GWh,570
Europe,Historical,EV stock share,Cars,EV,2014,percent,0.07000000029802322
Europe,Historical,EV sales share,Cars,EV,2014,percent,0.6800000071525574
Europe,Historical,EV sales share,Cars,EV,2015,percent,1.2000000476837158
Europe,Historical,EV stock share,Cars,EV,2015,percent,0.12999999523162842
Europe,Historical,Electricity demand,Cars,EV,2015,GWh,830
Europe,Historical,EV sales,Cars,BEV,2015,Vehicles,88000
Europe,Historical,EV stock,Cars,PHEV,2015,Vehicles,170000
Europe,Historical,EV sales,Cars,PHEV,2015,Vehicles,100000
Europe,Historical,EV stock,Cars,BEV,2015,Vehicles,210000
Europe,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.004399999976158142
Europe,Historical,"Oil displacement, million lge",Cars,EV,2015,"Oil displacement, million lge",260
Europe,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.0066999997943639755
Europe,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",390
Europe,Historical,EV stock,Cars,BEV,2016,Vehicles,300000
Europe,Historical,EV sales,Cars,PHEV,2016,Vehicles,120000
Europe,Historical,EV stock,Cars,PHEV,2016,Vehicles,290000
Europe,Historical,EV sales,Cars,BEV,2016,Vehicles,92000
Europe,Historical,Electricity demand,Cars,EV,2016,GWh,1000
Europe,Historical,EV stock share,Cars,EV,2016,percent,0.20999999344348907
Europe,Historical,EV sales share,Cars,EV,2016,percent,1.2999999523162842
Europe,Historical,EV sales share,Cars,EV,2017,percent,1.7000000476837158
Europe,Historical,EV stock share,Cars,EV,2017,percent,0.28999999165534973
Europe,Historical,Electricity demand,Cars,EV,2017,GWh,1300
Europe,Historical,EV sales,Cars,BEV,2017,Vehicles,140000
Europe,Historical,EV stock,Cars,PHEV,2017,Vehicles,420000
Europe,Historical,EV sales,Cars,PHEV,2017,Vehicles,160000
Europe,Historical,EV stock,Cars,BEV,2017,Vehicles,430000
Europe,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.009499999694526196
Europe,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",550
Europe,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.013000000268220901
Europe,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",770
Europe,Historical,EV stock,Cars,BEV,2018,Vehicles,630000
Europe,Historical,EV sales,Cars,PHEV,2018,Vehicles,190000
Europe,Historical,EV stock,Cars,PHEV,2018,Vehicles,610000
Europe,Historical,EV sales,Cars,BEV,2018,Vehicles,200000
Europe,Historical,Electricity demand,Cars,EV,2018,GWh,1800
Europe,Historical,EV stock share,Cars,EV,2018,percent,0.4099999964237213
Europe,Historical,EV sales share,Cars,EV,2018,percent,2.299999952316284
Europe,Historical,EV sales share,Cars,EV,2019,percent,3.4000000953674316
Europe,Historical,EV stock share,Cars,EV,2019,percent,0.5600000023841858
Europe,Historical,Electricity demand,Cars,EV,2019,GWh,2700
Europe,Historical,EV sales,Cars,BEV,2019,Vehicles,360000
Europe,Historical,EV stock,Cars,PHEV,2019,Vehicles,780000
Europe,Historical,EV sales,Cars,PHEV,2019,Vehicles,210000
Europe,Historical,EV stock,Cars,BEV,2019,Vehicles,970000
Europe,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.019999999552965164
Europe,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",1200
Europe,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.03099999949336052
Europe,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",1800
Europe,Historical,EV stock,Cars,BEV,2020,Vehicles,1800000
Europe,Historical,EV sales,Cars,PHEV,2020,Vehicles,630000
Europe,Historical,EV stock,Cars,PHEV,2020,Vehicles,1400000
Europe,Historical,EV sales,Cars,BEV,2020,Vehicles,750000
Europe,Historical,Electricity demand,Cars,EV,2020,GWh,3900
Europe,Historical,EV stock share,Cars,EV,2020,percent,0.9800000190734863
Europe,Historical,EV sales share,Cars,EV,2020,percent,10
Europe,Historical,EV sales share,Cars,EV,2021,percent,18
Europe,Historical,EV stock share,Cars,EV,2021,percent,1.7000000476837158
Europe,Historical,Electricity demand,Cars,EV,2021,GWh,4000
Europe,Historical,EV sales,Cars,BEV,2021,Vehicles,1200000
Europe,Historical,EV stock,Cars,PHEV,2021,Vehicles,2500000
Europe,Historical,EV sales,Cars,PHEV,2021,Vehicles,1100000
Europe,Historical,EV stock,Cars,BEV,2021,Vehicles,3000000
Europe,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.07199999690055847
Europe,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",4200
Europe,Historical,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.10000000149011612
Europe,Historical,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",6100
Europe,Historical,EV stock,Cars,BEV,2022,Vehicles,4400000
Europe,Historical,EV sales,Cars,PHEV,2022,Vehicles,1000000
Europe,Historical,EV stock,Cars,PHEV,2022,Vehicles,3400000
Europe,Historical,EV sales,Cars,BEV,2022,Vehicles,1600000
Europe,Historical,Electricity demand,Cars,EV,2022,GWh,19000
Europe,Historical,EV stock share,Cars,EV,2022,percent,2.4000000953674316
Europe,Historical,EV sales share,Cars,EV,2022,percent,21
Finland,Historical,EV sales,Cars,BEV,2011,Vehicles,30
Finland,Historical,EV stock share,Cars,EV,2011,percent,0.0020000000949949026
Finland,Historical,EV sales share,Cars,EV,2011,percent,0.02500000037252903
Finland,Historical,EV stock,Cars,BEV,2011,Vehicles,56
Finland,Historical,EV stock,Cars,BEV,2012,Vehicles,110
Finland,Historical,EV sales,Cars,PHEV,2012,Vehicles,130
Finland,Historical,EV sales share,Cars,EV,2012,percent,0.17000000178813934
Finland,Historical,EV stock share,Cars,EV,2012,percent,0.008899999782443047
Finland,Historical,EV sales,Cars,BEV,2012,Vehicles,51
Finland,Historical,EV stock,Cars,PHEV,2012,Vehicles,130
Finland,Historical,EV stock,Cars,PHEV,2013,Vehicles,300
